Date,RSI
3/27/2008,53.57366475
3/28/2008,51.43708594
3/31/2008,59.11838632
4/1/2008,58.84445018
4/2/2008,58.74452726
4/3/2008,53.94027071
4/4/2008,60.07901647
4/7/2008,68.70525067
4/8/2008,60.09157977
4/9/2008,61.62850231
4/10/2008,62.53263334
4/11/2008,48.76948006
4/14/2008,50.35953875
4/15/2008,45.26254506
4/16/2008,54.80812491
4/17/2008,55.05469619
4/18/2008,74.63156565
4/21/2008,70.33631758
4/22/2008,72.965754
4/23/2008,73.75098888
4/24/2008,70.00501679
4/25/2008,69.19827799
4/28/2008,74.20338051
4/29/2008,76.64783923
4/30/2008,78.00672565
5/1/2008,84.77872331
5/2/2008,82.24788573
5/5/2008,85.28936271
5/6/2008,81.24972533
5/7/2008,80.53303223
5/8/2008,67.28239077
5/9/2008,63.18023759
5/12/2008,61.61727165
5/13/2008,64.92763387
5/14/2008,63.24678735
5/15/2008,64.29346207
5/16/2008,61.44649077
5/19/2008,58.05225979
5/20/2008,52.08112971
5/21/2008,30.99583768
5/22/2008,34.41384232
5/23/2008,23.06618593
5/27/2008,37.4059904
5/28/2008,44.67641665
5/29/2008,49.99552932
5/30/2008,56.01145652
6/2/2008,45.21471283
6/3/2008,42.83890288
6/4/2008,48.10831097
6/5/2008,52.26070257
6/6/2008,45.18032082
6/9/2008,43.08925387
6/10/2008,41.56364827
6/11/2008,48.08629394
6/12/2008,51.31828664
6/13/2008,59.20323464
6/16/2008,54.54199971
6/17/2008,50.47985966
6/18/2008,41.36805507
6/19/2008,39.22740629
6/20/2008,38.27079421
6/23/2008,40.42147141
6/24/2008,36.79611386
6/25/2008,33.64530869
6/26/2008,32.77076362
6/27/2008,35.45206865
6/30/2008,36.17614751
7/1/2008,44.74979102
7/2/2008,36.99951127
7/3/2008,31.04889776
7/7/2008,35.05070451
7/8/2008,42.81728598
7/9/2008,40.5171711
7/10/2008,40.96473623
7/11/2008,43.78628376
7/14/2008,39.52394928
7/15/2008,38.62512393
7/16/2008,43.88984734
7/17/2008,52.1792521
7/18/2008,35.14647191
7/21/2008,32.8756564
7/22/2008,32.87564038
7/23/2008,39.04782324
7/24/2008,32.59215703
7/25/2008,36.02152513
7/28/2008,29.62786857
7/29/2008,34.03278342
7/30/2008,34.13912002
7/31/2008,33.73597819
8/1/2008,34.92596399
8/4/2008,35.05769026
8/5/2008,34.07052062
8/6/2008,36.86705137
8/7/2008,49.18166365
8/8/2008,59.51084637
8/11/2008,58.76874341
8/12/2008,55.35728514
8/13/2008,60.71083146
8/14/2008,56.55505468
8/15/2008,67.78674226
8/18/2008,57.69426008
8/19/2008,53.6757822
8/20/2008,55.47979282
8/21/2008,59.49740878
8/22/2008,64.15016712
8/25/2008,51.79097814
8/26/2008,43.2766574
8/27/2008,44.07465524
8/28/2008,36.43449991
8/29/2008,27.35497649
9/2/2008,27.52106301
9/3/2008,28.10963258
9/4/2008,19.33371202
9/5/2008,13.94968607
9/8/2008,12.27732939
9/9/2008,13.09842296
9/10/2008,13.23439075
9/11/2008,26.93182935
9/12/2008,26.83589731
9/15/2008,27.75414165
9/16/2008,35.89305159
